company_id,contract_months,monthly_fee,active_users_ratio,login_freq_per_week,feature_usage_score,support_tickets_90d,nps_score,payment_delays_count,churned
C-1674,7,94846,0.69,8.2,0.3,5,9,2,0
C-1675,31,35562,0.76,5.9,0.35,15,8,0,0
C-1676,10,33036,0.42,13.7,0.44,10,3,3,0
C-1677,13,65752,0.84,7.4,0.0,17,2,3,1
C-1678,31,79233,0.14,8.0,0.49,16,2,4,1
C-1679,7,88049,0.78,10.1,0.26,16,8,3,1
C-1680,20,73681,0.34,7.0,0.06,2,7,1,0
C-1681,4,32818,0.53,3.5,0.91,18,9,3,0
C-1682,7,35544,0.84,7.8,0.32,14,6,2,1
C-1683,1,67532,0.34,13.2,0.43,9,6,4,0
C-1684,13,83636,0.27,6.0,0.83,7,3,1,1
C-1685,22,62705,0.71,9.7,0.17,16,2,1,0
C-1686,21,25104,0.58,13.7,0.85,3,3,0,0
C-1687,22,74603,0.56,11.7,0.24,7,5,2,1
C-1688,28,64025,0.33,9.4,0.59,1,3,3,0
C-1689,9,37317,0.13,10.4,0.69,7,3,3,1
C-1690,26,36416,0.47,13.1,0.91,6,1,0,1
C-1691,9,47012,0.2,13.5,0.61,8,6,3,1
C-1692,15,73045,0.92,13.6,0.45,17,5,1,0
C-1693,10,26400,0.14,8.9,0.57,16,1,3,1
C-1694,24,53270,0.49,5.7,0.2,0,4,3,0
C-1695,8,77069,0.15,2.3,0.69,11,5,1,1
C-1696,24,54833,0.19,5.7,0.19,3,4,2,1
C-1697,16,68644,0.69,13.2,0.56,16,3,2,1
C-1698,26,85206,0.68,12.5,0.65,6,10,1,0
C-1699,27,74468,0.13,7.6,0.9,2,10,1,0
C-1700,4,64473,0.1,7.7,0.45,0,8,4,1
C-1701,24,50809,0.17,4.7,0.78,18,2,4,1
C-1702,19,43328,0.79,6.6,0.17,1,10,3,0
C-1703,10,41784,0.63,10.1,0.16,5,1,3,0
C-1704,25,28723,0.13,5.9,0.52,10,8,4,1
C-1705,18,65646,0.54,3.0,0.6,3,7,3,0
C-1706,19,71255,0.74,7.8,0.63,0,8,2,0
C-1707,10,5074,0.88,3.5,0.75,10,9,2,0
C-1708,33,31498,0.94,13.7,0.29,15,10,0,0
C-1709,5,70522,0.39,5.8,0.62,5,2,4,0
C-1710,35,25541,0.22,12.8,0.19,10,0,2,1
C-1711,34,50929,0.31,3.5,0.22,7,10,0,0
C-1712,33,31028,0.8,3.1,0.07,19,0,1,1
C-1713,21,34545,0.97,8.8,0.75,0,2,2,0
C-1714,17,84569,0.52,11.0,0.51,13,3,0,1
C-1715,22,36673,0.37,8.2,0.24,1,1,3,0
C-1716,15,35974,0.49,3.6,0.56,5,7,0,0
C-1717,35,63899,0.37,1.0,0.35,8,2,2,1
C-1718,28,28097,0.33,8.8,0.84,13,3,3,1
C-1719,7,98144,0.63,2.3,0.53,7,5,3,0
C-1720,32,69824,0.11,5.1,0.03,2,9,0,1
C-1721,11,28525,0.33,9.6,0.99,9,5,0,0
C-1722,10,62804,0.7,1.8,0.07,17,1,2,1
C-1723,9,20043,0.13,2.2,0.7,19,5,3,1
C-1724,14,46846,0.17,1.3,0.44,8,3,4,1
C-1725,13,82261,0.36,13.9,0.25,8,4,0,0
C-1726,25,55227,0.89,5.7,0.68,18,6,4,0
C-1727,2,58028,0.79,12.7,0.13,12,6,4,0
C-1728,35,42383,0.12,4.5,0.86,0,5,3,0
C-1729,7,34483,0.55,10.7,0.25,16,9,2,0
C-1730,21,12265,0.35,3.5,0.36,3,5,4,0
C-1731,18,27763,0.68,7.2,0.63,3,5,2,0
C-1732,3,80652,0.75,11.6,0.0,15,3,0,1
C-1733,11,20733,0.88,11.5,0.47,15,2,3,0
C-1734,24,96038,0.53,11.2,0.89,14,0,1,0
C-1735,19,42420,1.0,11.6,0.68,5,2,3,0
C-1736,4,14247,0.98,3.4,0.39,4,2,1,0
C-1737,26,28840,0.89,7.0,0.66,9,8,0,0
C-1738,32,70149,0.62,7.0,0.94,6,2,2,1
C-1739,33,26058,0.46,12.5,0.19,6,7,0,0
C-1740,3,39929,0.43,4.5,0.53,9,7,3,0
C-1741,9,89171,0.11,13.1,0.23,9,2,1,1
C-1742,8,96164,0.32,6.6,0.85,14,9,1,0
C-1743,33,36362,0.75,9.5,0.72,5,9,3,0
C-1744,6,91489,0.64,4.1,0.8,1,5,3,0
C-1745,4,89664,0.92,6.0,0.94,7,7,0,0
C-1746,13,52356,0.15,10.1,0.23,19,7,4,1
C-1747,2,82597,0.24,7.4,0.05,14,9,1,1
C-1748,5,11041,0.81,13.1,0.29,17,9,3,1
C-1749,27,83209,0.42,10.5,0.4,4,8,0,0
C-1750,32,66954,0.21,8.1,0.63,3,8,4,0
C-1751,21,66869,1.0,12.5,0.8,9,7,2,0
C-1752,8,26059,0.81,9.5,0.35,18,6,3,0
C-1753,8,49722,0.47,9.2,0.47,13,9,4,0
C-1754,3,22548,0.84,3.8,0.79,12,2,2,1
C-1755,3,20078,0.71,5.8,0.23,9,6,2,0
C-1756,22,10419,0.81,9.7,0.22,5,3,0,1
C-1757,6,40490,0.83,12.5,0.59,12,1,1,0
C-1758,2,81086,0.18,4.8,0.44,10,7,3,1
C-1759,23,63760,0.66,3.4,0.95,14,1,4,0
C-1760,2,35337,0.11,8.5,0.36,1,0,2,1
C-1761,17,6468,0.14,1.4,0.76,14,4,1,1
C-1762,35,29309,0.91,10.1,0.58,18,9,2,0
C-1763,34,71344,0.57,10.0,0.05,16,8,3,1
C-1764,23,95283,0.76,5.3,0.08,19,4,3,1
C-1765,30,77255,0.85,12.6,0.2,17,10,0,0
C-1766,8,86899,0.95,7.3,0.14,5,1,3,0
C-1767,22,33718,0.88,9.2,0.33,14,9,3,1
C-1768,5,99337,0.53,3.3,0.58,16,3,3,1
C-1769,13,42841,0.4,6.1,0.6,8,7,1,0
C-1770,29,78548,0.24,12.1,0.59,11,6,4,1
C-1771,31,88565,0.46,3.4,0.12,4,4,4,0
C-1772,16,51660,0.43,5.8,0.6,13,3,3,1
C-1773,30,55281,0.6,4.8,0.41,7,4,4,0
C-1774,16,5767,0.7,2.5,0.9,16,6,3,1
C-1775,12,8895,0.98,4.4,0.91,8,4,4,0
C-1776,17,63026,0.76,3.6,0.77,2,7,4,0
C-1777,16,47968,0.68,13.0,0.7,6,6,2,0
C-1778,12,45097,0.4,10.5,0.11,11,6,1,0
C-1779,8,20332,0.13,4.8,0.08,2,8,2,1
C-1780,20,19621,0.36,10.8,0.84,8,7,2,0
C-1781,3,81870,0.79,0.8,0.43,13,7,4,0
C-1782,16,23174,0.28,7.6,0.45,17,5,0,1
C-1783,30,45502,0.74,3.9,0.85,10,6,0,0
C-1784,23,41674,0.62,2.0,0.62,3,7,1,0
C-1785,28,42260,0.25,12.4,0.18,7,4,3,1
C-1786,5,47498,0.34,3.2,0.21,17,9,4,0
C-1787,20,72609,0.55,11.6,0.01,12,1,1,1
C-1788,1,54464,0.48,6.1,0.71,3,6,2,0
C-1789,30,76805,0.8,0.7,0.49,9,9,4,1
C-1790,21,69919,0.76,10.4,0.95,7,2,2,0
C-1791,20,59469,0.62,8.6,0.71,11,9,1,0
C-1792,6,22194,0.84,5.1,0.1,18,10,0,0
C-1793,22,31811,0.61,4.3,0.16,11,7,1,0
C-1794,18,77377,0.97,1.5,0.5,1,5,4,1
C-1795,8,48723,0.3,13.2,0.92,7,10,4,0
C-1796,32,80235,0.74,7.2,0.25,12,3,3,1
C-1797,33,81298,0.43,1.7,0.83,0,1,0,1
C-1798,16,64238,0.35,12.2,0.31,2,6,4,0
C-1799,12,7147,0.26,4.3,0.27,1,0,0,0
C-1800,34,43445,0.6,3.2,0.9,19,6,4,0
C-1801,14,58803,0.29,4.3,0.05,7,9,0,1
C-1802,33,66108,0.28,8.1,0.66,2,9,1,0
C-1803,23,7013,0.99,1.5,0.04,14,6,0,1
C-1804,2,90617,0.82,7.0,0.8,1,9,2,0
C-1805,21,87410,0.77,12.6,0.83,16,2,1,1
C-1806,2,58502,0.81,3.0,0.89,5,3,4,0
C-1807,27,42755,0.97,5.0,0.19,0,3,4,0
C-1808,9,13733,0.62,5.8,0.12,3,3,3,0
C-1809,1,14479,0.3,8.4,0.5,18,8,2,0
C-1810,11,80361,0.88,12.9,0.27,6,5,3,0
C-1811,3,26304,0.77,5.8,0.61,13,9,1,0
C-1812,23,40694,0.47,1.4,0.51,13,8,3,1
C-1813,26,86171,0.53,5.2,0.14,9,3,1,0
C-1814,4,91296,0.47,3.1,0.74,6,6,3,1
C-1815,18,14490,0.94,9.3,0.8,15,9,0,1
C-1816,6,26252,0.41,0.9,0.96,3,8,1,1
C-1817,35,11862,0.97,4.4,0.4,6,9,1,0
C-1818,22,74959,0.92,7.9,0.34,14,2,0,1
C-1819,15,15450,0.67,4.2,0.19,16,2,0,0
C-1820,22,61022,0.62,7.9,0.18,2,5,2,0
C-1821,12,66991,0.43,2.0,0.32,15,7,0,0
C-1822,18,45927,0.12,13.2,0.98,1,0,3,1
C-1823,35,93090,0.21,4.4,0.09,6,3,0,1
C-1824,30,54853,0.78,13.0,0.26,15,7,0,0
C-1825,24,36826,0.52,4.9,0.09,8,5,1,0
C-1826,30,47879,0.23,11.1,0.27,11,1,1,1
C-1827,14,62265,0.34,3.8,0.09,0,7,0,0
C-1828,6,77361,0.95,9.5,0.51,13,0,2,1
C-1829,3,82990,0.43,4.9,0.44,10,0,1,0
C-1830,16,94787,0.92,7.4,0.17,17,6,3,1
C-1831,7,91184,0.37,9.6,0.17,4,9,3,0
C-1832,14,45736,0.59,8.4,0.63,14,2,0,0
C-1833,9,29530,0.12,8.3,0.39,6,7,0,0
C-1834,15,83052,0.57,1.4,0.06,13,8,2,1
C-1835,21,52058,0.67,3.9,0.92,19,7,0,0
C-1836,35,79094,0.31,8.2,0.4,7,0,4,1
C-1837,2,79255,0.62,0.7,0.59,3,0,4,1
C-1838,27,9886,0.68,3.9,0.89,2,5,0,0
C-1839,2,98721,0.72,3.6,0.4,11,0,4,1
C-1840,35,42387,0.8,3.9,0.82,17,7,3,0
C-1841,18,26575,0.38,7.7,0.91,14,5,0,1
C-1842,14,44643,0.61,8.4,0.17,10,4,3,0
C-1843,20,15100,0.98,12.8,0.89,10,5,3,0
C-1844,18,65356,0.91,5.7,0.12,11,3,4,1
C-1845,10,12856,0.96,13.0,0.28,18,0,2,1
C-1846,25,43169,0.45,9.3,0.81,16,6,3,0
C-1847,2,33804,0.81,12.8,0.9,5,9,4,0
C-1848,25,40790,0.66,11.8,0.68,7,8,2,0
C-1849,33,35988,0.17,9.8,0.1,14,3,4,1
C-1850,31,81448,0.84,5.3,0.52,19,3,4,1
C-1851,14,43506,0.71,3.8,0.57,9,8,0,0
C-1852,1,92904,0.28,3.5,0.28,14,3,1,1
C-1853,16,72306,0.17,13.4,0.99,11,9,2,1
C-1854,3,17305,0.85,13.4,0.34,10,3,4,1
C-1855,35,14969,0.17,10.3,0.21,17,7,3,1
C-1856,6,17404,0.18,12.4,0.11,4,10,3,1
C-1857,25,13989,0.48,12.9,0.38,11,3,1,1
C-1858,13,70305,0.22,7.4,0.69,4,8,2,0
C-1859,34,40983,0.92,9.0,0.23,9,10,0,0
C-1860,8,44462,0.52,6.2,0.77,13,7,2,1
C-1861,21,24360,0.61,6.1,0.14,15,4,3,0
C-1862,34,90657,0.94,1.0,0.44,4,8,3,0
C-1863,4,31287,0.58,6.4,0.7,10,7,0,0
C-1864,25,70472,0.42,9.6,0.14,18,9,0,0
C-1865,15,66313,0.82,6.2,0.6,7,3,3,1
C-1866,4,39160,0.5,12.3,0.8,18,3,4,1
C-1867,12,11789,0.39,5.0,0.6,19,0,4,1
C-1868,32,32181,0.75,2.3,0.51,17,3,0,0
C-1869,32,19385,0.82,11.5,0.84,11,7,4,0
C-1870,28,87597,0.81,9.6,0.99,12,4,0,0
C-1871,13,70641,0.98,3.8,0.18,17,5,2,0
C-1872,31,49247,0.81,7.7,0.69,14,3,2,1
C-1873,14,91673,0.79,5.9,0.08,14,4,2,1
C-1874,20,10544,0.87,13.2,0.04,11,9,0,0
C-1875,18,18275,0.1,8.7,0.28,8,7,0,0
C-1876,29,68248,0.43,2.6,0.97,18,8,4,0
C-1877,6,39550,0.76,7.3,0.55,11,2,4,0
C-1878,32,58693,0.64,12.1,0.27,4,9,4,0
C-1879,29,24641,0.26,9.6,0.13,19,3,1,1
C-1880,2,76749,0.37,11.9,0.92,9,0,0,0
C-1881,23,85021,0.4,3.9,0.36,6,10,2,0
C-1882,19,20605,0.61,12.5,0.31,10,4,2,0
C-1883,31,55713,0.85,10.7,0.86,7,3,1,0
C-1884,5,25390,0.94,10.3,0.6,6,5,1,0
C-1885,19,80403,0.78,5.2,0.17,15,5,2,0
C-1886,34,63466,0.86,12.5,0.42,15,9,0,0
C-1887,10,8981,0.52,9.1,0.93,13,5,2,0
C-1888,25,14493,0.45,12.0,0.9,14,2,2,1
C-1889,2,76218,0.45,5.4,0.07,19,6,1,0
C-1890,11,76318,0.65,2.5,0.27,8,2,1,0
C-1891,31,21984,0.21,5.0,0.15,15,5,4,1
C-1892,15,27760,0.62,6.6,0.53,15,9,1,0
C-1893,9,96529,0.7,7.7,0.75,4,0,2,1
C-1894,23,6524,0.5,7.4,0.3,2,7,4,0
C-1895,19,54402,0.96,7.9,0.76,12,6,2,1
C-1896,9,96656,0.65,11.9,0.67,7,8,0,0
C-1897,35,70614,0.3,2.8,0.73,16,2,0,1
C-1898,21,40891,0.53,4.8,0.95,4,7,1,0
C-1899,9,96009,0.71,12.5,0.42,5,1,4,0
C-1900,28,44832,0.39,8.1,0.34,1,8,3,0
C-1901,7,50836,0.17,8.4,0.68,13,0,0,1
C-1902,16,78953,0.63,7.0,0.81,3,9,0,0
C-1903,16,18362,0.95,7.9,0.19,2,6,0,0
C-1904,33,71745,0.54,3.2,0.85,8,9,0,0
C-1905,4,42921,0.92,7.9,0.06,17,0,1,1
C-1906,4,75434,0.85,14.0,0.01,11,5,4,0
C-1907,17,23562,0.23,8.1,0.16,8,0,0,1
C-1908,29,69510,0.74,1.1,0.98,17,3,1,1
C-1909,35,81407,0.49,11.3,0.52,12,6,4,0
C-1910,7,12610,0.33,5.9,0.05,13,1,4,1
C-1911,27,97918,0.72,2.6,1.0,9,2,3,1
C-1912,28,20791,0.77,12.1,0.74,2,3,2,0
C-1913,22,63047,0.26,3.2,0.84,6,5,0,0
C-1914,14,72906,0.92,12.9,0.21,17,8,1,0
C-1915,7,24665,0.78,6.5,0.11,15,3,4,1
C-1916,22,75246,0.94,10.5,0.52,16,5,3,1
C-1917,5,70864,0.39,7.9,0.77,5,6,2,0
C-1918,2,51451,0.95,4.0,0.64,11,3,4,0
C-1919,27,91148,0.43,9.6,0.63,18,5,4,0
C-1920,21,50890,0.15,13.4,0.76,2,2,0,0
C-1921,15,11794,0.79,10.9,0.23,2,4,2,0
C-1922,21,37888,0.73,8.7,0.66,17,10,2,0
C-1923,10,11749,0.64,13.9,0.39,10,9,1,1
C-1924,23,51531,0.54,4.1,0.07,5,3,3,1
C-1925,5,25608,0.13,1.3,0.2,18,6,1,1
C-1926,1,85986,0.66,0.9,0.79,4,5,3,0
C-1927,13,74211,0.48,10.1,0.9,12,6,1,0
C-1928,21,88996,0.6,11.7,0.28,4,5,3,0
C-1929,26,61017,0.49,9.1,0.19,2,1,0,0
C-1930,21,62676,0.97,12.7,0.03,18,6,3,1
C-1931,18,16560,0.64,9.9,0.95,16,7,1,0
C-1932,32,59401,0.77,5.5,0.68,2,6,2,0
C-1933,17,55468,0.94,2.9,0.96,14,3,4,1
C-1934,35,37463,0.63,13.0,0.86,16,3,3,1
C-1935,11,36663,0.11,1.9,0.34,12,4,3,1
C-1936,21,73706,0.13,7.8,0.11,13,8,2,1
C-1937,26,63773,0.73,4.7,0.5,15,4,0,1
C-1938,4,38123,0.35,4.2,0.03,10,1,1,1
C-1939,34,99346,0.62,9.2,0.15,16,4,0,1
C-1940,18,14718,0.28,3.6,0.23,4,2,3,1
C-1941,35,67637,0.34,12.9,0.67,14,9,3,1
C-1942,29,5028,0.55,6.0,0.51,17,7,0,0
C-1943,29,67370,0.98,9.6,0.3,15,9,1,0
C-1944,21,52599,0.65,10.3,0.56,13,9,3,0
C-1945,13,22397,0.94,9.7,0.13,13,1,3,1
C-1946,17,50406,0.96,12.7,0.76,12,10,0,0
C-1947,9,52657,0.29,3.6,0.71,0,3,4,1
C-1948,1,72560,0.38,1.7,0.22,5,4,2,0
C-1949,2,18503,0.79,1.2,0.61,10,3,3,0
C-1950,29,59943,0.88,12.4,0.5,10,4,1,0
C-1951,33,80839,0.57,13.6,0.06,15,9,4,0
C-1952,10,87674,0.99,4.6,0.28,2,10,0,0
C-1953,21,30345,0.11,9.9,1.0,16,3,0,1
C-1954,28,55390,0.37,0.6,0.1,13,2,1,1
C-1955,11,64557,0.66,3.0,0.51,1,0,4,0
C-1956,34,70054,0.52,9.8,0.85,8,3,1,0
C-1957,8,6906,0.2,1.4,0.3,7,8,3,1
C-1958,22,45167,0.43,6.8,0.26,10,0,4,1
C-1959,8,12961,0.12,9.4,0.89,6,6,2,1
C-1960,15,31140,0.68,10.8,0.3,1,2,2,1
C-1961,17,63701,0.9,6.6,0.65,3,7,1,0
C-1962,23,82567,0.9,9.0,0.74,13,5,2,0
C-1963,24,85664,0.73,7.8,0.79,12,0,1,1
C-1964,19,86199,0.52,1.2,0.99,12,9,3,0
C-1965,5,86218,0.56,10.5,0.8,12,4,3,0
C-1966,32,85729,0.22,2.8,0.66,4,7,1,0
C-1967,1,33561,0.41,0.9,0.9,11,10,3,1
C-1968,23,55568,0.27,6.6,0.91,5,2,2,1
C-1969,8,78302,0.84,12.2,0.97,13,3,3,0
C-1970,13,99968,0.92,2.5,0.78,7,6,2,0
C-1971,8,34504,0.58,0.7,0.19,7,10,2,1
C-1972,23,42146,0.75,2.0,0.71,6,5,0,0
C-1973,1,45297,0.21,5.4,0.08,16,6,3,1
C-1974,24,91394,0.65,8.3,0.32,10,8,3,0
C-1975,35,73607,0.73,3.1,0.12,9,8,1,0
C-1976,24,21939,0.51,11.3,0.95,12,1,1,0
C-1977,17,95467,0.32,10.7,0.34,9,2,4,0
C-1978,5,55715,0.89,9.9,0.71,13,3,2,0
C-1979,20,49460,0.77,7.1,0.57,8,5,0,0
C-1980,21,71576,0.91,5.4,0.11,6,4,2,0
C-1981,31,73222,0.84,5.6,0.56,6,5,3,0
C-1982,11,17666,0.99,7.3,0.66,17,10,4,0
C-1983,15,67119,0.27,1.5,0.88,15,7,2,1
C-1984,19,40321,0.18,9.7,0.07,7,1,4,1
C-1985,7,6779,0.4,5.2,0.3,15,5,2,0
C-1986,28,18186,0.22,3.5,0.69,18,8,3,0
C-1987,5,21459,0.57,4.3,0.03,14,4,3,1
C-1988,5,91246,0.67,2.9,0.2,14,0,2,1
C-1989,30,92755,0.62,12.7,0.22,5,7,0,0
C-1990,32,10057,0.33,2.8,0.67,8,3,3,1
C-1991,8,65663,0.92,12.4,0.29,14,7,1,0
C-1992,10,23733,0.12,8.2,0.6,6,3,0,1
C-1993,32,24157,0.41,12.2,0.97,7,10,2,0
C-1994,28,40030,0.75,6.9,0.79,17,7,0,0
C-1995,17,24613,0.79,13.0,0.33,15,8,1,0
C-1996,31,88028,0.47,3.4,0.47,14,4,3,0
C-1997,8,91282,0.12,8.0,0.2,2,4,3,0
C-1998,25,10188,0.66,2.2,0.02,0,1,3,1
C-1999,9,34680,0.16,6.5,0.29,12,8,1,0
C-2000,2,65119,0.2,8.2,0.37,11,10,0,1
C-2001,15,79400,0.69,8.7,0.56,8,3,2,0
C-2002,3,60718,0.38,5.4,0.94,1,2,2,0
C-2003,4,41445,0.41,1.5,0.95,8,1,0,1
C-2004,14,10796,0.54,9.3,0.07,7,2,3,0
C-2005,25,52218,0.98,7.1,0.61,4,3,2,0
C-2006,10,44131,0.97,2.3,0.04,12,8,3,0
C-2007,21,13123,0.47,13.1,0.65,1,5,4,0
C-2008,12,13222,0.34,13.4,0.12,9,9,4,1
C-2009,27,29074,0.37,12.1,0.95,5,4,2,0
C-2010,2,34825,0.34,11.9,0.86,6,8,0,0
C-2011,13,41839,0.58,1.8,0.02,2,7,0,1
C-2012,32,73322,0.65,13.9,0.78,13,5,0,0
C-2013,31,61321,0.54,5.9,0.64,15,2,3,0
C-2014,16,30988,0.47,2.7,0.5,5,6,4,0
C-2015,32,40507,0.29,11.5,0.6,7,9,3,0
C-2016,32,28806,0.53,3.5,0.68,0,5,1,0
C-2017,34,41901,0.41,7.6,0.88,19,10,1,0
C-2018,11,22043,0.59,2.2,0.77,14,7,2,0
C-2019,10,80761,0.71,6.9,0.58,16,5,1,1
C-2020,15,14752,0.67,8.0,0.82,17,10,0,1
C-2021,17,73993,0.52,6.5,0.99,2,9,2,0
C-2022,18,47616,0.6,1.4,0.3,5,3,4,1
C-2023,9,57127,0.36,7.0,0.12,16,9,4,1
C-2024,25,79777,0.12,6.8,0.73,12,6,1,0
C-2025,14,5453,0.66,4.0,0.98,16,6,1,0
C-2026,25,80432,0.33,12.9,0.12,15,10,4,0
C-2027,22,92362,0.7,6.1,0.43,16,7,1,0
C-2028,30,15976,0.77,12.2,0.06,0,1,1,1
C-2029,20,75404,0.92,2.0,0.78,15,10,3,1
C-2030,21,86932,0.96,4.8,0.95,5,5,4,0
C-2031,32,82707,0.11,2.9,0.5,7,2,4,1
C-2032,21,94647,0.99,6.0,0.41,0,7,1,0
C-2033,35,38688,0.71,2.0,0.91,1,3,0,0
C-2034,32,91840,0.68,6.5,0.13,14,3,3,0
C-2035,30,98789,0.11,5.3,0.89,4,1,0,1
C-2036,12,7017,0.88,3.5,0.39,19,5,1,0
C-2037,18,12957,0.23,9.2,0.56,14,5,4,1
C-2038,21,9792,0.85,13.3,0.53,9,0,0,0
C-2039,13,60982,0.11,3.3,0.62,4,7,2,0
C-2040,21,18237,0.68,10.1,0.94,2,2,0,0
C-2041,8,56586,0.49,10.5,0.95,5,0,4,1
C-2042,7,86787,0.28,7.2,0.83,14,9,1,0
C-2043,23,24252,0.2,12.6,0.19,17,0,0,0
C-2044,32,15707,0.5,13.5,0.33,13,0,1,1
C-2045,11,39206,0.21,5.4,0.49,9,4,3,0
C-2046,22,99276,0.54,9.3,0.91,3,4,2,0
C-2047,22,8543,0.66,9.4,0.52,10,0,4,1
C-2048,25,49135,0.84,5.9,0.98,19,4,4,1
C-2049,22,40031,0.71,4.8,0.98,6,6,1,0
C-2050,28,47929,0.16,13.1,0.6,14,4,2,1
C-2051,29,70747,0.38,11.2,0.88,8,8,4,0
C-2052,13,62851,0.36,2.0,1.0,14,3,0,0
C-2053,18,60311,0.92,2.1,0.85,11,8,4,0
C-2054,2,70867,0.88,13.0,0.66,17,7,0,0
C-2055,29,93780,0.43,1.6,0.85,5,0,4,1
C-2056,21,62196,0.16,9.8,0.08,17,3,0,1
C-2057,15,78705,0.9,3.6,0.63,17,6,3,0
C-2058,27,62894,0.9,1.0,0.22,5,0,1,1
C-2059,31,92640,0.87,1.3,0.12,14,7,3,1
C-2060,15,19591,0.86,5.5,0.89,18,10,0,0
C-2061,23,53893,0.53,1.5,0.64,4,1,1,0
C-2062,24,5727,0.26,8.6,0.24,3,7,2,1
C-2063,13,26359,0.53,9.2,0.39,16,10,0,1
C-2064,22,48822,0.55,5.5,0.97,9,3,4,0
C-2065,33,93534,0.54,10.5,0.86,11,7,4,1
C-2066,3,15929,0.58,7.1,0.02,4,0,2,1
C-2067,19,65091,0.33,6.3,0.98,6,4,3,0
C-2068,23,85378,0.43,6.0,0.37,11,8,0,0
C-2069,29,28519,0.49,6.3,0.7,1,6,4,0
C-2070,30,22393,0.22,13.6,0.71,19,2,1,0
C-2071,25,39318,0.51,9.7,0.91,16,3,2,0
C-2072,8,79531,0.83,4.8,0.89,12,9,3,0
C-2073,16,99192,0.85,10.4,0.28,4,6,3,0
C-2074,8,52934,0.47,5.0,0.64,4,5,1,0
C-2075,1,86103,0.57,2.2,0.39,19,3,1,1
C-2076,5,33840,0.13,6.9,0.53,11,2,2,1
C-2077,3,94367,0.71,10.6,0.55,11,10,1,1
C-2078,1,18265,0.46,5.6,0.4,6,1,4,1
C-2079,4,10424,0.5,12.2,0.46,5,9,3,0
C-2080,35,25625,0.89,5.7,0.21,9,8,1,0
C-2081,32,84622,0.52,5.2,0.61,18,2,0,1
C-2082,34,34187,0.12,14.0,0.76,15,6,1,0
C-2083,25,40929,0.3,7.0,0.43,1,0,3,0
C-2084,10,66892,0.53,11.4,0.98,3,7,4,0
C-2085,21,25539,0.48,11.4,0.06,8,0,1,0
C-2086,27,61630,0.87,13.0,0.59,4,1,4,0
C-2087,27,95639,0.59,1.6,0.58,0,0,0,1
C-2088,2,98410,0.72,4.2,0.04,10,3,3,1
C-2089,13,14215,0.52,10.9,0.22,18,1,2,1
C-2090,9,44385,0.5,8.1,0.91,2,0,3,1
C-2091,22,92580,0.5,8.1,0.54,0,0,2,0
C-2092,26,82462,0.47,2.7,0.44,3,1,2,1
C-2093,12,30008,0.58,4.3,0.42,8,5,3,0
C-2094,17,53928,0.33,7.5,0.89,15,1,2,1
C-2095,14,88096,0.9,4.2,0.37,6,10,4,0
C-2096,14,94876,0.4,3.3,0.86,4,1,0,1
C-2097,34,29976,0.23,1.7,0.31,12,7,1,1
C-2098,20,32626,0.19,2.6,0.53,10,4,2,1
C-2099,11,64789,0.11,10.9,0.14,13,7,2,1
C-2100,16,9700,0.48,10.2,0.83,16,7,3,1
C-2101,31,68645,0.27,1.1,0.74,11,1,4,1
C-2102,6,78396,0.12,3.2,0.53,18,6,1,1
C-2103,19,12526,0.57,8.1,0.03,4,8,2,0
C-2104,4,44500,0.71,4.9,0.48,7,7,4,0
C-2105,4,73049,0.18,11.6,0.23,1,8,1,0
C-2106,20,78366,0.51,11.1,0.41,16,7,3,0
C-2107,10,85317,0.77,12.5,0.86,1,3,2,1
C-2108,24,64117,0.99,8.1,0.77,2,9,3,0
C-2109,35,61096,0.7,5.3,0.24,19,6,3,0
C-2110,26,12910,0.32,8.7,0.98,17,8,2,0
C-2111,21,86383,0.74,1.7,0.9,14,8,4,1
C-2112,21,76185,0.64,0.6,0.53,4,3,4,1
C-2113,10,55248,0.29,0.7,0.53,16,6,3,1
C-2114,4,79656,0.87,6.0,0.9,13,5,3,1
C-2115,20,6951,0.48,3.6,0.64,0,2,0,1
C-2116,17,70212,0.97,2.6,0.54,13,9,1,0
C-2117,7,80701,0.75,8.8,0.75,8,5,3,0
C-2118,4,84888,0.68,13.9,0.24,4,7,3,0
C-2119,29,80282,0.76,2.9,0.88,3,1,1,1
C-2120,14,99533,0.53,7.9,0.53,0,2,2,1
C-2121,3,46954,0.55,2.1,0.6,2,7,4,0
C-2122,24,94719,0.87,13.1,0.09,19,3,2,1
C-2123,16,13804,0.71,4.4,0.31,10,3,1,1
C-2124,4,97705,0.91,12.4,0.43,15,1,1,0
C-2125,24,5595,0.9,4.3,0.41,10,10,0,0
C-2126,34,34592,0.98,11.4,0.78,9,9,0,0
C-2127,30,45643,0.73,3.3,0.28,11,0,4,1
C-2128,18,67665,0.55,4.5,0.18,4,6,3,0
C-2129,19,25823,0.25,3.1,0.58,9,3,1,1
C-2130,31,10972,0.73,4.1,0.62,12,5,0,0
C-2131,19,20882,0.36,11.8,0.12,18,7,2,0
C-2132,19,71394,0.35,9.1,0.0,6,10,0,0
C-2133,22,76055,0.31,6.0,0.92,15,6,2,1
C-2134,24,28769,0.89,13.6,0.08,5,6,0,0
C-2135,12,30020,0.88,6.8,0.9,9,5,2,1
C-2136,30,47748,0.67,13.6,0.4,9,10,0,0
C-2137,31,90374,0.53,3.2,0.65,10,3,0,1
